CI_Name_aff,Service_Component_WBS_aff,Impact,Urgency,KM_number,Count_Related_Interactions,Count_Related_Incidents,Count_Related_Changes,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff
SBA000462,WBS000073,4 Low,4 Low,KM0001829,1.0,0.0,0.0,0,8,Monday,application-Server Based Application
LAP001463,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,8,Monday,computer-Laptop
SBA000074,WBS000152,5 Very Low,5 Very Low,KM0001792,20.0,16.0,0.0,0,8,Monday,application-Server Based Application
DTA000033,WBS000234,4 Low,4 Low,KM0001093,1.0,0.0,0.0,0,8,Monday,application-Desktop Application
SBA000659,WBS000128,4 Low,4 Low,KM0002059,1.0,0.0,0.0,0,8,Monday,application-Server Based Application
SUB000523,WBS000073,4 Low,4 Low,KM0000815,3.0,0.0,0.0,0,8,Monday,subapplication-Web Based Application
SBA000698,WBS000090,4 Low,4 Low,KM0001526,1.0,0.0,0.0,1,9,Friday,application-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
SUB000113,WBS000095,4 Low,4 Low,KM0001345,1.0,0.0,0.0,0,9,Friday,subapplication-Server Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,9,Friday,subapplication-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
WBA000117,WBS000012,5 Very Low,5 Very Low,KM0001979,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0001346,1.0,0.0,0.0,0,10,Friday,application-Client Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
SAN000155,WBS000182,3 Medium,3 Medium,KM0001141,1.0,0.0,0.0,0,10,Friday,storage-SAN
SBA000026,WBS000223,4 Low,4 Low,KM0000032,1.0,0.0,0.0,1,10,Friday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001452,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,0,10,Friday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
STA000013,WBS000102,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,10,Friday,application-Standard Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,10,Friday,subapplication-Web Based Application
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0000539,1.0,0.0,0.0,0,10,Friday,application-Desktop Application
SUB000016,WBS000027,3 Medium,3 Medium,KM0000154,1.0,0.0,0.0,0,10,Friday,subapplication-Server Based Application
SBA000747,WBS000326,3 Medium,3 Medium,KM0001490,1.0,0.0,0.0,0,10,Friday,application-Server Based Application
WBA000018,WBS000073,4 Low,4 Low,KM0000720,1.0,0.0,0.0,1,10,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000996,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
DSK000311,WBS000187,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,0,11,Friday,computer-Desktop
SBA000458,WBS000073,5 Very Low,5 Very Low,KM0001986,1.0,0.0,0.0,1,11,Friday,application-Server Based Application
APP000004,WBS000098,4 Low,4 Low,KM0000918,2.0,0.0,0.0,1,11,Friday,application-Citrix
WBA000103,WBS000073,4 Low,4 Low,KM0001081,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
SBA000054,WBS000013,3 Medium,3 Medium,KM0000052,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001081,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
DTA000027,WBS000217,3 Medium,3 Medium,KM0001145,1.0,0.0,0.0,0,11,Friday,application-Desktop Application
SUB000465,WBS000073,4 Low,4 Low,KM0000778,1.0,0.0,0.0,1,11,Friday,subapplication-Web Based Application
SBA000462,WBS000073,4 Low,4 Low,KM0001822,1.0,0.0,0.0,0,11,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001179,1.0,0.0,0.0,0,11,Friday,subapplication-Web Based Application
DTA000033,WBS000234,5 Very Low,4 Low,KM0001093,1.0,0.0,0.0,1,11,Friday,application-Desktop Application
SUB000424,WBS000073,4 Low,4 Low,KM0000705,1.0,0.0,0.0,1,12,Friday,subapplication-Web Based Application
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0000836,1.0,0.0,0.0,1,12,Friday,application-Web Based Application
SUB000002,WBS000098,5 Very Low,5 Very Low,KM0001953,2.0,0.0,0.0,1,12,Friday,subapplication-Citrix
SUB000456,WBS000073,4 Low,5 Very Low,KM0000711,1.0,0.0,0.0,1,12,Friday,subapplication-Web Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001394,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
LAP000492,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,13,Friday,computer-Laptop
SBA000834,WBS000223,5 Very Low,5 Very Low,KM0000979,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
WBA000103,WBS000073,4 Low,4 Low,KM0001624,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
CBD000211,WBS000147,4 Low,4 Low,KM0000131,1.0,0.0,0.0,1,13,Friday,computer-Banking Device
WBA000133,WBS000073,5 Very Low,5 Very Low,KM0002156,1.0,0.0,0.0,1,13,Friday,application-Web Based Application
WBA000133,WBS000073,5 Very Low,5 Very Low,KM0002152,1.0,0.0,0.0,0,13,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001355,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
DTA000616,WBS000092,4 Low,4 Low,KM0000506,1.0,0.0,0.0,1,12,Friday,application-Desktop Application
SBA000458,WBS000073,4 Low,4 Low,KM0001845,1.0,0.0,0.0,1,12,Friday,application-Server Based Application
SUB000479,WBS000015,4 Low,4 Low,KM0000453,1.0,0.0,0.0,1,12,Friday,subapplication-Web Based Application
CBA000014,WBS000073,4 Low,4 Low,KM0001574,1.0,0.0,0.0,1,12,Friday,application-Client Based Application
APP000005,WBS000292,4 Low,4 Low,KM0001059,1.0,0.0,0.0,0,13,Friday,application-Citrix
SUB000456,WBS000073,4 Low,4 Low,KM0001013,1.0,0.0,0.0,0,13,Friday,subapplication-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000761,1.0,0.0,0.0,0,13,Friday,subapplication-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0000761,1.0,0.0,0.0,0,13,Friday,subapplication-Web Based Application
SUB000508,WBS000162,4 Low,4 Low,KM0000553,1.0,0.0,0.0,1,14,Friday,subapplication-Web Based Application
SUB000443,WBS000125,5 Very Low,5 Very Low,KM0001158,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
SBA000338,WBS000169,4 Low,4 Low,KM0000326,2.0,0.0,0.0,0,14,Friday,application-Server Based Application
SBA000451,WBS000073,4 Low,4 Low,KM0002044,2.0,0.0,0.0,1,14,Friday,application-Server Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0002101,1.0,0.0,0.0,1,14,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001096,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
WBA000145,WBS000318,4 Low,4 Low,KM0001416,1.0,0.0,0.0,1,14,Friday,application-Web Based Application
SBA000296,WBS000053,4 Low,4 Low,KM0000366,1.0,0.0,0.0,0,14,Friday,application-Server Based Application
DTA000024,WBS000093,4 Low,4 Low,KM0000343,1.0,1.0,0.0,0,14,Friday,application-Desktop Application
DTA000016,WBS000096,4 Low,4 Low,KM0001026,1.0,0.0,0.0,1,14,Friday,application-Desktop Application
LAP001584,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,1,15,Friday,computer-Laptop
COM000003,WBS000098,4 Low,4 Low,KM0000918,1.0,0.0,0.0,1,15,Friday,computer-Omgeving
SUB000456,WBS000073,4 Low,4 Low,KM0001179,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
WBA000018,WBS000073,4 Low,4 Low,KM0001914,1.0,0.0,0.0,0,15,Friday,application-Web Based Application
WBA000018,WBS000073,4 Low,4 Low,KM0000720,1.0,0.0,0.0,1,15,Friday,application-Web Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000702,1.0,0.0,0.0,1,15,Friday,subapplication-Web Based Application
DTA000025,WBS000110,4 Low,4 Low,KM0001094,1.0,0.0,0.0,1,16,Friday,application-Desktop Application
SBA000172,WBS000014,3 Medium,3 Medium,KM0000426,3.0,0.0,0.0,1,16,Friday,application-Server Based Application
HMD000017,WBS000285,2 High,2 High,KM0001254,1.0,0.0,0.0,0,16,Friday,hardware-MigratieDummy
SBA000173,WBS000163,3 Medium,3 Medium,KM0000940,1.0,0.0,0.0,0,16,Friday,application-Server Based Application
DSK000256,WBS000187,5 Very Low,5 Very Low,KM0001446,1.0,0.0,0.0,1,16,Friday,computer-Desktop
WBA000144,WBS000318,4 Low,4 Low,KM0001401,1.0,0.0,0.0,1,11,Friday,application-Web Based Application
WBA000144,WBS000318,4 Low,4 Low,KM0001401,1.0,0.0,0.0,1,11,Friday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,0,11,Friday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
WBA000144,WBS000318,5 Very Low,5 Very Low,KM0001981,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001806,1.0,0.0,0.0,1,12,Friday,application-Web Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001152,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
SBA000326,WBS000294,3 Medium,3 Medium,KM0001745,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
DTA000031,WBS000111,5 Very Low,5 Very Low,KM0002029,1.0,0.0,0.0,1,12,Friday,application-Desktop Application
LAP001130,WBS000187,4 Low,4 Low,KM0000963,1.0,0.0,0.0,1,12,Friday,computer-Laptop
DTA000616,WBS000092,5 Very Low,5 Very Low,KM0000506,1.0,0.0,0.0,1,12,Friday,application-Desktop Application
SBA000698,WBS000090,3 Medium,3 Medium,KM0001526,1.0,0.0,0.0,0,12,Friday,application-Server Based Application
WBA000128,WBS000002,4 Low,4 Low,KM0001406,1.0,0.0,0.0,0,12,Friday,application-Web Based Application
SBA000295,WBS000268,4 Low,4 Low,KM0000369,1.0,0.0,0.0,1,12,Friday,application-Server Based Application
SUB000455,WBS000073,4 Low,4 Low,KM0001728,1.0,0.0,0.0,0,12,Friday,subapplication-Web Based Application
WBA000144,WBS000318,3 Medium,3 Medium,KM0000844,1.0,0.0,0.0,1,12,Friday,application-Web Based Application
WBA000124,WBS000088,4 Low,4 Low,KM0000611,1.0,0.0,0.0,1,13,Friday,application-Web Based Application
LAP000188,WBS000091,5 Very Low,5 Very Low,KM0000315,1.0,0.0,0.0,1,13,Friday,computer-Laptop
SBA000088,WBS000017,4 Low,4 Low,KM0000096,1.0,0.0,0.0,1,13,Friday,application-Server Based Application
DTA000016,WBS000096,4 Low,4 Low,KM0001600,1.0,0.0,0.0,0,13,Friday,application-Desktop Application
WBA000133,WBS000073,4 Low,4 Low,KM0001244,1.0,0.0,0.0,1,13,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,13,Friday,subapplication-Web Based Application
CNT000016,WBS000182,3 Medium,3 Medium,KM0001141,1.0,0.0,0.0,1,13,Friday,storage-Controller
SBA000451,WBS000073,5 Very Low,5 Very Low,KM0001559,1.0,0.0,0.0,1,14,Friday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,14,Friday,subapplication-Web Based Application
SCN000003,WBS000096,4 Low,4 Low,KM0000113,2.0,0.0,0.0,1,14,Friday,officeelectronics-Scanner
WBA000124,WBS000088,3 Medium,3 Medium,KM0000611,1.0,0.0,0.0,1,14,Friday,application-Web Based Application
OVR000025,WBS000118,4 Low,4 Low,KM0001146,1.0,0.0,0.0,0,14,Friday,no type-no subtype
WBA000144,WBS000318,3 Medium,3 Medium,KM0000844,1.0,0.0,0.0,1,14,Friday,application-Web Based Application
SUB000424,WBS000073,5 Very Low,5 Very Low,KM0000703,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
SBA000811,WBS000223,4 Low,4 Low,KM0000060,1.0,0.0,0.0,1,15,Friday,application-Server Based Application
DTA000577,WBS000135,4 Low,4 Low,KM0001251,1.0,0.0,0.0,1,14,Friday,application-Desktop Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,14,Friday,application-Server Based Application
WBA000133,WBS000073,4 Low,4 Low,KM0001452,1.0,0.0,0.0,1,15,Friday,application-Web Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,15,Friday,subapplication-Web Based Application
SBA000630,WBS000070,4 Low,4 Low,KM0000607,2.0,0.0,0.0,1,15,Friday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0002043,1.0,0.0,0.0,0,15,Friday,application-Web Based Application
SAN000182,WBS000128,4 Low,4 Low,KM0002125,1.0,0.0,0.0,1,15,Friday,storage-SAN
DTA000031,WBS000111,5 Very Low,5 Very Low,KM0002029,1.0,0.0,0.0,1,15,Friday,application-Desktop Application
SUB000521,WBS000073,4 Low,4 Low,KM0001588,1.0,0.0,0.0,1,15,Friday,subapplication-Web Based Application
WBA000133,WBS000073,4 Low,5 Very Low,KM0000711,1.0,0.0,0.0,1,15,Friday,application-Web Based Application
SBA000079,WBS000223,4 Low,4 Low,KM0000083,2.0,0.0,0.0,1,15,Friday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,13,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,14,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,14,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0000592,1.0,0.0,0.0,0,15,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,16,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,1.0,0.0,0,16,Saturday,application-Server Based Application
SBA000773,WBS000285,2 High,2 High,KM0000926,1.0,1.0,0.0,0,18,Sunday,application-Server Based Application
DTA000616,WBS000092,2 High,2 High,KM0001127,4.0,0.0,0.0,0,7,Monday,application-Desktop Application
CBD001179,WBS000146,3 Medium,3 Medium,KM0000274,1.0,0.0,0.0,1,7,Monday,computer-Banking Device
CBA000002,WBS000319,4 Low,4 Low,KM0001673,1.0,0.0,0.0,0,7,Monday,application-Client Based Application
LAP000013,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,15,Friday,computer-Laptop
DTA000056,WBS000091,3 Medium,3 Medium,KM0001012,1.0,0.0,0.0,0,15,Friday,application-Desktop Application
SBA000812,WBS000223,4 Low,4 Low,KM0000949,1.0,0.0,0.0,1,15,Friday,application-Server Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001962,1.0,0.0,0.0,1,16,Friday,application-Web Based Application
WBA000058,WBS000073,4 Low,4 Low,KM0001245,1.0,0.0,0.0,0,16,Friday,application-Web Based Application
DTA000621,WBS000174,3 Medium,3 Medium,KM0001276,1.0,0.0,0.0,1,16,Friday,application-Desktop Application
SUB000426,WBS000073,4 Low,4 Low,KM0000707,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000705,2.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
SBA000172,WBS000014,4 Low,4 Low,KM0000426,1.0,0.0,0.0,1,16,Friday,application-Server Based Application
SCN000003,WBS000096,4 Low,4 Low,KM0000113,1.0,0.0,0.0,1,16,Friday,officeelectronics-Scanner
SUB000427,WBS000073,4 Low,4 Low,KM0001729,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
SBA000698,WBS000090,4 Low,4 Low,KM0001625,1.0,0.0,0.0,1,16,Friday,application-Server Based Application
SUB000426,WBS000073,4 Low,4 Low,KM0001077,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
LAP001022,WBS000091,4 Low,4 Low,KM0000969,1.0,0.0,0.0,1,17,Friday,computer-Laptop
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,1.0,0.0,0,10,Sunday,application-Server Based Application
WBA000011,WBS000152,5 Very Low,5 Very Low,KM0000075,1.0,0.0,0.0,0,7,Monday,application-Web Based Application
LAP001327,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,7,Monday,computer-Laptop
DTA000033,WBS000234,5 Very Low,4 Low,KM0001093,1.0,0.0,0.0,0,7,Monday,application-Desktop Application
DTA000025,WBS000110,4 Low,4 Low,KM0001094,1.0,0.0,0.0,0,7,Monday,application-Desktop Application
LAP000191,WBS000091,5 Very Low,5 Very Low,KM0001444,1.0,0.0,0.0,0,8,Monday,computer-Laptop
DTA000057,WBS000094,5 Very Low,5 Very Low,KM0001658,1.0,0.0,0.0,0,8,Monday,application-Desktop Application
DTA000033,WBS000234,5 Very Low,4 Low,KM0001093,1.0,0.0,0.0,0,8,Monday,application-Desktop Application
SBA000427,WBS000307,4 Low,4 Low,KM0001321,1.0,0.0,0.0,0,8,Monday,application-Server Based Application
DTA000616,WBS000092,3 Medium,3 Medium,KM0001783,1.0,0.0,0.0,0,8,Monday,application-Desktop Application
DTA000616,WBS000092,4 Low,4 Low,KM0001127,1.0,0.0,0.0,0,8,Monday,application-Desktop Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,1.0,0.0,0,8,Monday,application-Server Based Application
SBA000464,WBS000073,4 Low,4 Low,KM0002145,1.0,0.0,0.0,0,8,Monday,application-Server Based Application
SBA000352,WBS000050,3 Medium,3 Medium,KM0000335,1.0,0.0,0.0,0,8,Monday,application-Server Based Application
SUB000479,WBS000015,5 Very Low,5 Very Low,KM0000454,1.0,0.0,1.0,0,8,Monday,subapplication-Web Based Application
SUB000545,WBS000073,4 Low,4 Low,KM0001204,1.0,0.0,0.0,1,16,Friday,subapplication-Web Based Application
SUB000443,WBS000125,5 Very Low,5 Very Low,KM0001158,1.0,0.0,0.0,0,16,Friday,subapplication-Web Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000847,1.0,0.0,0.0,1,17,Friday,subapplication-Web Based Application
DTA000344,WBS000092,4 Low,4 Low,KM0000462,1.0,0.0,0.0,1,8,Saturday,application-Desktop Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,0.0,0.0,0,10,Saturday,application-Server Based Application
SUB000113,WBS000095,4 Low,4 Low,KM0000223,1.0,0.0,1.0,0,11,Saturday,subapplication-Server Based Application
SBA000427,WBS000307,3 Medium,3 Medium,KM0001350,1.0,0.0,0.0,0,11,Saturday,application-Server Based Application
SUB000113,WBS000095,3 Medium,3 Medium,KM0001545,1.0,0.0,1.0,0,13,Saturday,subapplication-Server Based Application
SUB000113,WBS000095,3 Medium,3 Medium,KM0001545,1.0,0.0,0.0,1,13,Saturday,subapplication-Server Based Application
SUB000113,WBS000095,3 Medium,3 Medium,KM0001545,1.0,0.0,1.0,0,14,Saturday,subapplication-Server Based Application
SBA000429,WBS000056,3 Medium,3 Medium,KM0000895,1.0,0.0,0.0,1,14,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,2.0,0.0,1,14,Saturday,application-Server Based Application
SBA000607,WBS000263,5 Very Low,5 Very Low,KM0000592,1.0,0.0,0.0,1,14,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0000592,1.0,0.0,0.0,1,15,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,1,16,Saturday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,16,Saturday,application-Server Based Application
SUB000508,WBS000162,3 Medium,3 Medium,KM0001748,1.0,0.0,0.0,1,18,Saturday,subapplication-Web Based Application
SBA000607,WBS000263,3 Medium,3 Medium,KM0001132,1.0,0.0,0.0,1,20,Saturday,application-Server Based Application
MQM000025,WBS000197,3 Medium,3 Medium,KM0000895,1.0,0.0,0.0,1,8,Sunday,applicationcomponent-MQ Queue Manager
SBA000640,WBS000300,3 Medium,3 Medium,KM0000895,1.0,0.0,0.0,1,8,Sunday,application-Server Based Application
SUB000508,WBS000162,3 Medium,3 Medium,KM0001748,1.0,0.0,1.0,0,23,Sunday,subapplication-Web Based Application
SBA000045,WBS000170,3 Medium,3 Medium,KM0000565,1.0,0.0,0.0,1,8,Monday,application-Server Based Application
SBA000017,WBS000099,4 Low,4 Low,KM0000012,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0000592,1.0,0.0,0.0,1,9,Monday,application-Server Based Application
SBA000079,WBS000223,4 Low,4 Low,KM0000083,1.0,0.0,0.0,0,9,Monday,application-Server Based Application
SUB000456,WBS000073,4 Low,4 Low,KM0001736,1.0,0.0,0.0,0,10,Monday,subapplication-Web Based Application
SBA000427,WBS000307,4 Low,4 Low,KM0001321,1.0,0.0,0.0,0,10,Monday,application-Server Based Application
WSR001917,WBS000102,4 Low,4 Low,KM0000970,1.0,0.0,0.0,0,10,Monday,computer-Windows Server
DTA000616,WBS000092,4 Low,4 Low,KM0001968,1.0,0.0,0.0,1,10,Monday,application-Desktop Application
SBA000074,WBS000152,5 Very Low,5 Very Low,KM0001792,0.0,1.0,0.0,0,10,Monday,application-Server Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,1.0,0.0,1,10,Monday,application-Server Based Application
SBA000074,WBS000152,5 Very Low,5 Very Low,KM0001792,0.0,1.0,0.0,0,10,Monday,application-Server Based Application
SUB000424,WBS000073,4 Low,4 Low,KM0000705,1.0,0.0,0.0,0,10,Monday,subapplication-Web Based Application
SBA000607,WBS000263,4 Low,4 Low,KM0001106,1.0,0.0,0.0,0,10,Monday,application-Server Based Application
SBA000729,WBS000101,4 Low,4 Low,KM0000866,1.0,0.0,0.0,1,8,Monday,application-Server Based Application
DTA000033,WBS000234,5 Very Low,4 Low,KM0001093,1.0,0.0,0.0,0,8,Monday,application-Desktop Application
WSR000202,WBS000097,2 High,2 High,KM0000599,2.0,0.0,0.0,0,8,Monday,computer-Windows Server
DTA000616,WBS000092,3 Medium,3 Medium,KM0001625,1.0,0.0,0.0,0,8,Monday,application-Desktop Application
