Service_Component_WBS_aff,Urgency,KM_number,SLAFail,Open_Time_HourOfDay,Open_Time_DayOfWeek,CI_TypeSubType_aff,RelatedIncidents,RelatedChanges,RelatedInteractions
WBS000014,3 Medium,KM0000426,1,15,Monday,application-Server Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,15,Monday,application-Desktop Application,None,None,One (1)
WBS000096,3 Medium,KM0001026,0,16,Monday,application-Desktop Application,None,None,More (>25)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,16,Monday,application-Server Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000162,4 Low,KM0000553,1,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000318,4 Low,KM0000818,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000146,3 Medium,KM0000274,1,16,Monday,computer-Banking Device,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000223,4 Low,KM0001308,1,16,Monday,application-Server Based Application,None,None,Few (2-5)
WBS000098,3 Medium,KM0000911,0,16,Monday,application-Citrix,None,None,One (1)
WBS000130,5 Very Low,KM0001436,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000073,5 Very Low,KM0000795,1,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001007,0,17,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001244,1,17,Monday,application-Web Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000076,1,17,Monday,application-Web Based Application,None,None,One (1)
WBS000012,4 Low,KM0000575,0,17,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001081,1,17,Monday,application-Web Based Application,None,None,Few (2-5)
WBS000092,4 Low,KM0001968,0,7,Tuesday,application-Desktop Application,None,None,One (1)
WBS000092,4 Low,KM0001515,1,7,Tuesday,application-Desktop Application,None,None,One (1)
WBS000095,4 Low,KM0000223,0,7,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000292,4 Low,KM0001060,0,7,Tuesday,application-Citrix,None,None,One (1)
WBS000095,4 Low,KM0000223,0,7,Tuesday,subapplication-Server Based Application,None,None,One (1)
WBS000223,4 Low,KM0001308,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,0,15,Monday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001624,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000089,4 Low,KM0000092,1,16,Monday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0000707,0,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000092,4 Low,KM0000468,0,16,Monday,application-Desktop Application,None,None,Few (2-5)
WBS000187,5 Very Low,KM0001447,0,16,Monday,computer-Laptop,None,None,One (1)
WBS000130,5 Very Low,KM0000472,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000292,4 Low,KM0001131,1,16,Monday,application-Citrix,None,None,One (1)
WBS000073,5 Very Low,KM0000703,0,16,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000095,4 Low,KM0000223,0,16,Monday,subapplication-Server Based Application,None,None,One (1)
WBS000111,5 Very Low,KM0001102,1,16,Monday,application-Desktop Application,None,None,One (1)
WBS000073,5 Very Low,KM0000711,1,17,Monday,application-Web Based Application,None,None,Few (2-5)
WBS000073,4 Low,KM0002060,0,17,Monday,subapplication-Web Based Application,None,None,One (1)
WBS000092,4 Low,KM0001739,0,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000092,4 Low,KM0001127,0,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000217,4 Low,KM0001145,0,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000092,4 Low,KM0000506,1,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000107,4 Low,KM0000557,1,8,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001295,1,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000110,3 Medium,KM0000833,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000146,3 Medium,KM0000274,1,9,Tuesday,computer-Banking Device,None,None,Few (2-5)
WBS000092,4 Low,KM0001625,1,9,Tuesday,application-Desktop Application,None,None,Few (2-5)
WBS000073,4 Low,KM0001245,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000130,5 Very Low,KM0001436,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000294,3 Medium,KM0001745,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0001106,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,10,Tuesday,computer-Laptop,None,None,One (1)
WBS000263,4 Low,KM0001106,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000153,5 Very Low,KM0000412,1,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001363,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000152,5 Very Low,KM0000081,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000819,0,16,Monday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001365,0,16,Monday,application-Server Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000167,5 Very Low,KM0000072,1,16,Monday,application-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,16,Monday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001574,1,16,Monday,application-Client Based Application,None,None,One (1)
WBS000094,3 Medium,KM0001208,0,17,Monday,application-Exchange,None,None,One (1)
WBS000043,3 Medium,KM0000215,1,8,Tuesday,application-Web Based Application,None,None,One (1)
WBS000077,4 Low,KM0001872,1,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000054,4 Low,KM0000650,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000167,5 Very Low,KM0000069,0,8,Tuesday,application-Web Based Application,None,None,One (1)
WBS000090,4 Low,KM0001526,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0000702,0,8,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000098,4 Low,KM0001435,0,8,Tuesday,subapplication-Citrix,None,None,One (1)
WBS000128,4 Low,KM0002059,0,8,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001892,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000111,5 Very Low,KM0002029,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000111,5 Very Low,KM0002029,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000239,3 Medium,KM0000940,0,9,Tuesday,database-Database,None,None,One (1)
WBS000073,4 Low,KM0001892,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000167,5 Very Low,KM0000072,0,9,Tuesday,application-Web Based Application,None,None,None (0)
WBS000146,4 Low,KM0000274,1,9,Tuesday,computer-Banking Device,None,None,One (1)
WBS000187,5 Very Low,KM0001573,1,9,Tuesday,hardware-KVM Switches,None,None,One (1)
WBS000043,3 Medium,KM0001762,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000101,4 Low,KM0000866,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000187,5 Very Low,KM0001446,0,9,Tuesday,computer-Desktop,None,None,One (1)
WBS000073,4 Low,KM0001736,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000182,3 Medium,KM0001141,0,9,Tuesday,storage-Controller,None,None,One (1)
WBS000172,5 Very Low,KM0001979,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,0,9,Tuesday,application-Server Based Application,None,None,Few (2-5)
WBS000318,4 Low,KM0000846,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000096,4 Low,KM0001026,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0000942,0,8,Tuesday,officeelectronics-Printer,None,None,One (1)
WBS000092,4 Low,KM0001515,0,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000146,3 Medium,KM0000491,0,9,Tuesday,computer-Banking Device,None,None,One (1)
WBS000130,5 Very Low,KM0001436,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000096,4 Low,KM0001544,0,9,Tuesday,officeelectronics-Printer,None,None,One (1)
WBS000073,4 Low,KM0001179,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000172,5 Very Low,KM0001979,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,1,9,Tuesday,computer-Laptop,None,None,One (1)
WBS000187,5 Very Low,KM0001447,1,9,Tuesday,computer-Laptop,None,None,One (1)
WBS000125,5 Very Low,KM0000727,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000101,3 Medium,KM0000857,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000128,4 Low,KM0002059,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000102,3 Medium,KM0001354,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,3 Medium,KM0000991,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001736,0,9,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0002044,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,4 Low,KM0002040,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001609,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001609,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000305,5 Very Low,KM0000553,1,10,Tuesday,application-Server Based Application,More,None,One (1)
WBS000153,3 Medium,KM0000417,1,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000093,4 Low,KM0001899,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000130,5 Very Low,KM0001436,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000128,5 Very Low,KM0001535,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000199,3 Medium,KM0000940,1,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000167,5 Very Low,KM0000069,0,10,Tuesday,application-Web Based Application,None,None,None (0)
WBS000073,4 Low,KM0000748,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000162,4 Low,KM0000553,1,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000063,5 Very Low,KM0000687,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000167,5 Very Low,KM0000069,0,11,Tuesday,application-Web Based Application,None,None,None (0)
WBS000163,3 Medium,KM0000940,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000234,4 Low,KM0001093,1,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000187,5 Very Low,KM0001447,0,8,Tuesday,computer-Desktop,None,None,One (1)
WBS000092,4 Low,KM0001968,1,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000092,4 Low,KM0001968,1,8,Tuesday,application-Desktop Application,None,None,One (1)
WBS000167,5 Very Low,KM0000069,0,9,Tuesday,application-Web Based Application,None,None,None (0)
WBS000090,4 Low,KM0001526,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000268,4 Low,KM0000368,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001817,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000263,4 Low,KM0000592,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000091,5 Very Low,KM0001444,0,9,Tuesday,computer-Laptop,None,None,One (1)
WBS000099,3 Medium,KM0000480,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000217,2 High,KM0001145,0,9,Tuesday,application-Desktop Application,None,None,One (1)
WBS000263,4 Low,KM0001106,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001707,0,9,Tuesday,application-Client Based Application,None,None,One (1)
WBS000094,5 Very Low,KM0001085,0,9,Tuesday,application-Exchange,None,None,Few (2-5)
WBS000073,4 Low,KM0001245,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001106,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000263,5 Very Low,KM0001106,0,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0002044,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001728,1,10,Tuesday,subapplication-Web Based Application,None,None,Few (2-5)
WBS000091,5 Very Low,KM0000315,1,10,Tuesday,computer-Laptop,None,None,One (1)
WBS000146,2 High,KM0000491,0,9,Tuesday,computer-Banking Device,None,None,One (1)
WBS000152,5 Very Low,KM0001682,0,9,Tuesday,application-Web Based Application,None,None,One (1)
WBS000016,3 Medium,KM0000938,1,9,Tuesday,application-Server Based Application,None,None,One (1)
WBS000253,3 Medium,KM0000974,1,9,Tuesday,database-Database,None,None,One (1)
WBS000094,5 Very Low,KM0001436,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000307,3 Medium,KM0001321,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001767,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000130,5 Very Low,KM0000472,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000167,5 Very Low,KM0000072,1,10,Tuesday,application-Web Based Application,None,One,Many (11-25)
WBS000167,5 Very Low,KM0000072,0,10,Tuesday,application-Web Based Application,None,None,None (0)
WBS000073,4 Low,KM0000996,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000299,3 Medium,KM0000974,0,10,Tuesday,hardware-DataCenterEquipment,None,None,One (1)
WBS000073,4 Low,KM0000705,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000223,4 Low,KM0000979,0,10,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,4 Low,KM0001624,0,10,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0000761,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000292,4 Low,KM0001059,0,10,Tuesday,application-Citrix,None,None,One (1)
WBS000130,5 Very Low,KM0001436,0,10,Tuesday,application-Desktop Application,None,None,One (1)
WBS000073,4 Low,KM0001195,0,10,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0001482,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000167,5 Very Low,KM0000069,0,11,Tuesday,application-Web Based Application,None,None,None (0)
WBS000098,4 Low,KM0000093,0,11,Tuesday,application-Citrix,None,None,One (1)
WBS000073,4 Low,KM0001418,0,11,Tuesday,application-Web Based Application,None,None,One (1)
WBS000073,4 Low,KM0001314,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000292,4 Low,KM0001060,0,11,Tuesday,application-Citrix,None,None,One (1)
WBS000326,3 Medium,KM0001490,0,11,Tuesday,application-Server Based Application,None,None,One (1)
WBS000167,5 Very Low,KM0000069,0,12,Tuesday,application-Web Based Application,None,None,None (0)
WBS000307,3 Medium,KM0001350,0,12,Tuesday,application-Server Based Application,None,None,One (1)
WBS000073,5 Very Low,KM0000795,0,12,Tuesday,subapplication-Web Based Application,None,None,One (1)
WBS000134,5 Very Low,KM0000193,1,12,Tuesday,software-System Software,None,None,One (1)
